StockLevelID,DateID,ProductID,WarehouseID,StockLevel
121,20150114,1,3,9986
122,20150114,3,3,10003
123,20150114,2,3,9989
124,20150114,1,2,9995
125,20150114,3,2,9994
126,20150114,2,2,10011
127,20150115,1,1,9990
128,20150115,3,1,10015
129,20150115,2,1,9991
130,20150115,1,3,9986
131,20150115,3,3,10003
132,20150115,2,3,9989
133,20150115,1,2,9995
134,20150115,3,2,9994
135,20150115,2,2,10011
136,20150116,1,1,9990
137,20150116,3,1,10015
138,20150116,2,1,9991
139,20150116,1,3,9986
140,20150116,3,3,10003
141,20150116,2,3,9989
142,20150116,1,2,9995
143,20150116,3,2,9994
144,20150116,2,2,10011
145,20150117,1,1,9990
146,20150117,3,1,10015
147,20150117,2,1,9991
148,20150117,1,3,9986
149,20150117,3,3,10003
150,20150117,2,3,9989
151,20150117,1,2,9995
152,20150117,3,2,9994
153,20150117,2,2,10011
154,20150118,1,1,9990
155,20150118,3,1,10015
156,20150118,2,1,9991
157,20150118,1,3,9986
158,20150118,3,3,10003
159,20150118,2,3,9989
160,20150118,1,2,9995
161,20150118,3,2,9994
162,20150118,2,2,10011
163,20150119,1,1,9990
164,20150119,3,1,10015
165,20150119,2,1,9991
166,20150119,1,3,9986
167,20150119,3,3,10003
168,20150119,2,3,9989
169,20150119,1,2,9995
170,20150119,3,2,9994
171,20150119,2,2,10011
172,20150120,1,1,9990
173,20150120,3,1,10015
174,20150120,2,1,9991
175,20150120,1,3,9986
176,20150120,3,3,10003
177,20150120,2,3,9989
178,20150120,1,2,9995
179,20150120,3,2,9994
180,20150120,2,2,10011
181,20150121,1,1,9990
182,20150121,3,1,10015
183,20150121,2,1,9991
184,20150121,1,3,9986
185,20150121,3,3,10003
186,20150121,2,3,9989
187,20150121,1,2,9995
188,20150121,3,2,9994
189,20150121,2,2,10011
190,20150122,1,1,9990
191,20150122,3,1,10015
192,20150122,2,1,9991
193,20150122,1,3,9986
194,20150122,3,3,10003
195,20150122,2,3,9989
196,20150122,1,2,9995
197,20150122,3,2,9994
198,20150122,2,2,10011
199,20150123,1,1,9990
200,20150123,3,1,10015
201,20150123,2,1,9991
202,20150123,1,3,9986
203,20150123,3,3,10003
204,20150123,2,3,9989
205,20150123,1,2,9995
206,20150123,3,2,9994
207,20150123,2,2,10011
208,20150124,1,1,9990
209,20150124,3,1,10015
210,20150124,2,1,9991
211,20150124,1,3,9986
212,20150124,3,3,10003
213,20150124,2,3,9989
214,20150124,1,2,9995
215,20150124,3,2,9994
216,20150124,2,2,10011
217,20150125,1,1,9990
218,20150125,3,1,10015
219,20150125,2,1,9991
220,20150125,1,3,9986
221,20150125,3,3,10003
222,20150125,2,3,9989
223,20150125,1,2,9995
224,20150125,3,2,9994
225,20150125,2,2,10011
226,20150126,1,1,9990
227,20150126,3,1,10015
228,20150126,2,1,9991
229,20150126,1,3,9986
230,20150126,3,3,10003
231,20150126,2,3,9989
232,20150126,1,2,9995
233,20150126,3,2,9994
234,20150126,2,2,10011
235,20150127,1,1,9990
236,20150127,3,1,10015
237,20150127,2,1,9991
238,20150127,1,3,9986
239,20150127,3,3,10003
240,20150127,2,3,9989
241,20150127,1,2,9995
242,20150127,3,2,9994
243,20150127,2,2,10011
244,20150128,1,1,9990
245,20150128,3,1,10015
246,20150128,2,1,9991
247,20150128,1,3,9986
248,20150128,3,3,10003
249,20150128,2,3,9989
250,20150128,1,2,9995
251,20150128,3,2,9994
252,20150128,2,2,10011
253,20150129,1,1,9990
254,20150129,3,1,10015
255,20150129,2,1,9991
256,20150129,1,3,9986
257,20150129,3,3,10003
258,20150129,2,3,9989
259,20150129,1,2,9995
260,20150129,3,2,9994
261,20150129,2,2,10011
262,20150130,1,1,9990
263,20150130,3,1,10015
264,20150130,2,1,9991
265,20150130,1,3,9986
266,20150130,3,3,10003
267,20150130,2,3,9989
268,20150130,1,2,9995
269,20150130,3,2,9994
270,20150130,2,2,10011
271,20150131,1,1,9990
272,20150131,3,1,10015
273,20150131,2,1,9991
274,20150131,1,3,9986
275,20150131,3,3,10003
276,20150131,2,3,9989
277,20150131,1,2,9995
278,20150131,3,2,9994
279,20150131,2,2,10011
280,20150201,1,1,9990
281,20150201,3,1,10015
282,20150201,2,1,9991
283,20150201,1,3,9986
284,20150201,3,3,10003
285,20150201,2,3,9989
286,20150201,1,2,9995
287,20150201,3,2,9994
288,20150201,2,2,10011
289,20150202,1,1,9990
290,20150202,3,1,10015
291,20150202,2,1,9991
292,20150202,1,3,9986
293,20150202,3,3,10003
294,20150202,2,3,9989
295,20150202,1,2,9995
296,20150202,3,2,9994
297,20150202,2,2,10011
298,20150203,1,1,9990
299,20150203,3,1,10015
300,20150203,2,1,9991
301,20150203,1,3,9986
302,20150203,3,3,10003
303,20150203,2,3,9989
304,20150203,1,2,9995
305,20150203,3,2,9994
306,20150203,2,2,10011
307,20150204,1,1,9990
308,20150204,3,1,10015
309,20150204,2,1,9991
310,20150204,1,3,9986
311,20150204,3,3,10003
312,20150204,2,3,9989
313,20150204,1,2,9995
314,20150204,3,2,9994
315,20150204,2,2,10011
316,20150205,1,1,9990
317,20150205,3,1,10015
318,20150205,2,1,9991
319,20150205,1,3,9986
320,20150205,3,3,10003
321,20150205,2,3,9989
322,20150205,1,2,9995
323,20150205,3,2,9994
324,20150205,2,2,10011
325,20150206,1,1,9990
326,20150206,3,1,10015
327,20150206,2,1,9991
328,20150206,1,3,9986
329,20150206,3,3,10003
330,20150206,2,3,9989
331,20150206,1,2,9995
332,20150206,3,2,9994
333,20150206,2,2,10011
334,20150207,1,1,9990
335,20150207,3,1,10015
336,20150207,2,1,9991
337,20150207,1,3,9986
338,20150207,3,3,10003
339,20150207,2,3,9989
340,20150207,1,2,9995
341,20150207,3,2,9994
342,20150207,2,2,10011
343,20150208,1,1,9990
344,20150208,3,1,10015
345,20150208,2,1,9991
346,20150208,1,3,9986
347,20150208,3,3,10003
348,20150208,2,3,9989
349,20150208,1,2,9995
350,20150208,3,2,9994
351,20150208,2,2,10011
352,20150209,1,1,9990
353,20150209,3,1,10015
354,20150209,2,1,9991
355,20150209,1,3,9986
356,20150209,3,3,10003
357,20150209,2,3,9989
358,20150209,1,2,9995
359,20150209,3,2,9994
360,20150209,2,2,10011
361,20150210,1,1,9990
362,20150210,3,1,10015
363,20150210,2,1,9991
364,20150210,1,3,9986
365,20150210,3,3,10003
366,20150210,2,3,9989
367,20150210,1,2,9995
368,20150210,3,2,9994
369,20150210,2,2,10011
370,20150211,1,1,9990
371,20150211,3,1,10015
372,20150211,2,1,9991
373,20150211,1,3,9986
374,20150211,3,3,10003
375,20150211,2,3,9989
376,20150211,1,2,9995
377,20150211,3,2,9994
378,20150211,2,2,10011
379,20150212,1,1,9990
380,20150212,3,1,10015
381,20150212,2,1,9991
382,20150212,1,3,9986
383,20150212,3,3,10003
384,20150212,2,3,9989
385,20150212,1,2,9995
386,20150212,3,2,9994
387,20150212,2,2,10011
388,20150213,1,1,9990
389,20150213,3,1,10015
390,20150213,2,1,9991
391,20150213,1,3,9986
392,20150213,3,3,10003
393,20150213,2,3,9989
394,20150213,1,2,9995
395,20150213,3,2,9994
396,20150213,2,2,10011
397,20150214,1,1,9990
398,20150214,3,1,10015
399,20150214,2,1,9991
400,20150214,1,3,9986
401,20150214,3,3,10003
402,20150214,2,3,9989
403,20150214,1,2,9995
404,20150214,3,2,9994
405,20150214,2,2,10011
406,20150215,1,1,9990
407,20150215,3,1,10015
408,20150215,2,1,9991
409,20150215,1,3,9986
410,20150215,3,3,10003
411,20150215,2,3,9989
412,20150215,1,2,9995
413,20150215,3,2,9994
414,20150215,2,2,10011
415,20150216,1,1,9990
416,20150216,3,1,10015
417,20150216,2,1,9991
418,20150216,1,3,9986
419,20150216,3,3,10003
420,20150216,2,3,9989
421,20150216,1,2,9995
422,20150216,3,2,9994
423,20150216,2,2,10011
424,20150217,1,1,9990
425,20150217,3,1,10015
426,20150217,2,1,9991
427,20150217,1,3,9986
428,20150217,3,3,10003
429,20150217,2,3,9989
430,20150217,1,2,9995
431,20150217,3,2,9994
432,20150217,2,2,10011
433,20150218,1,1,9990
434,20150218,3,1,10015
435,20150218,2,1,9991
436,20150218,1,3,9986
437,20150218,3,3,10003
438,20150218,2,3,9989
439,20150218,1,2,9995
440,20150218,3,2,9994
441,20150218,2,2,10011
442,20150219,1,1,9990
443,20150219,3,1,10015
444,20150219,2,1,9991
445,20150219,1,3,9986
446,20150219,3,3,10003
447,20150219,2,3,9989
448,20150219,1,2,9995
449,20150219,3,2,9994
450,20150219,2,2,10011
451,20150220,1,1,9990
452,20150220,3,1,10015
453,20150220,2,1,9991
454,20150220,1,3,9986
455,20150220,3,3,10003
456,20150220,2,3,9989
457,20150220,1,2,9995
458,20150220,3,2,9994
459,20150220,2,2,10011
460,20150221,1,1,9990
461,20150221,3,1,10015
462,20150221,2,1,9991
463,20150221,1,3,9986
464,20150221,3,3,10003
465,20150221,2,3,9989
466,20150221,1,2,9995
467,20150221,3,2,9994
468,20150221,2,2,10011
469,20150222,1,1,9990
470,20150222,3,1,10015
471,20150222,2,1,9991
472,20150222,1,3,9986
473,20150222,3,3,10003
474,20150222,2,3,9989
475,20150222,1,2,9995
476,20150222,3,2,9994
477,20150222,2,2,10011
478,20150223,1,1,9990
479,20150223,3,1,10015
480,20150223,2,1,9991
481,20150223,1,3,9986
482,20150223,3,3,10003
483,20150223,2,3,9989
484,20150223,1,2,9995
485,20150223,3,2,9994
486,20150223,2,2,10011
487,20150224,1,1,9990
488,20150224,3,1,10015
489,20150224,2,1,9991
490,20150224,1,3,9986
491,20150224,3,3,10003
492,20150224,2,3,9989
493,20150224,1,2,9995
494,20150224,3,2,9994
495,20150224,2,2,10011
496,20150225,1,1,9990
497,20150225,3,1,10015
498,20150225,2,1,9991
499,20150225,1,3,9986
500,20150225,3,3,10003
501,20150225,2,3,9989
502,20150225,1,2,9995
503,20150225,3,2,9994
504,20150225,2,2,10011
505,20150226,1,1,9990
506,20150226,3,1,10015
507,20150226,2,1,9991
508,20150226,1,3,9986
509,20150226,3,3,10003
510,20150226,2,3,9989
511,20150226,1,2,9995
512,20150226,3,2,9994
513,20150226,2,2,10011
514,20150227,1,1,9990
515,20150227,3,1,10015
516,20150227,2,1,9991
517,20150227,1,3,9986
518,20150227,3,3,10003
519,20150227,2,3,9989
520,20150227,1,2,9995
521,20150227,3,2,9994
522,20150227,2,2,10011
523,20150228,1,1,9990
524,20150228,3,1,10015
525,20150228,2,1,9991
526,20150228,1,3,9986
527,20150228,3,3,10003
528,20150228,2,3,9989
529,20150228,1,2,9995
530,20150228,3,2,9994
531,20150228,2,2,10011
532,20150301,1,1,9990
533,20150301,3,1,10015
534,20150301,2,1,9991
535,20150301,1,3,9986
536,20150301,3,3,10003
537,20150301,2,3,9989
538,20150301,1,2,9995
539,20150301,3,2,9994
540,20150301,2,2,10011
541,20150302,1,1,9990
542,20150302,3,1,10015
543,20150302,2,1,9991
544,20150302,1,3,9986
545,20150302,3,3,10003
546,20150302,2,3,9989
547,20150302,1,2,9995
548,20150302,3,2,9994
549,20150302,2,2,10011
550,20150303,1,1,9990
551,20150303,3,1,10015
552,20150303,2,1,9991
553,20150303,1,3,9986
554,20150303,3,3,10003
555,20150303,2,3,9989
556,20150303,1,2,9995
557,20150303,3,2,9994
558,20150303,2,2,10011
559,20150304,1,1,9990
560,20150304,3,1,10015
561,20150304,2,1,9991
562,20150304,1,3,9986
563,20150304,3,3,10003
564,20150304,2,3,9989
565,20150304,1,2,9995
566,20150304,3,2,9994
567,20150304,2,2,10011
568,20150305,1,1,9990
569,20150305,3,1,10015
570,20150305,2,1,9991
571,20150305,1,3,9986
572,20150305,3,3,10003
573,20150305,2,3,9989
574,20150305,1,2,9995
575,20150305,3,2,9994
576,20150305,2,2,10011
577,20150306,1,1,9990
578,20150306,3,1,10015
579,20150306,2,1,9991
580,20150306,1,3,9986
581,20150306,3,3,10003
582,20150306,2,3,9989
583,20150306,1,2,9995
584,20150306,3,2,9994
585,20150306,2,2,10011
586,20150307,1,1,9990
587,20150307,3,1,10015
588,20150307,2,1,9991
589,20150307,1,3,9986
590,20150307,3,3,10003
591,20150307,2,3,9989
592,20150307,1,2,9995
593,20150307,3,2,9994
594,20150307,2,2,10011
595,20150308,1,1,9990
596,20150308,3,1,10015
597,20150308,2,1,9991
598,20150308,1,3,9986
599,20150308,3,3,10003
600,20150308,2,3,9989
601,20150308,1,2,9995
602,20150308,3,2,9994
603,20150308,2,2,10011
604,20150309,1,1,9990
605,20150309,3,1,10015
606,20150309,2,1,9991
607,20150309,1,3,9986
608,20150309,3,3,10003
609,20150309,2,3,9989
610,20150309,1,2,9995
611,20150309,3,2,9994
612,20150309,2,2,10011
613,20150310,1,1,9990
614,20150310,3,1,10015
615,20150310,2,1,9991
616,20150310,1,3,9986
617,20150310,3,3,10003
618,20150310,2,3,9989
619,20150310,1,2,9995
620,20150310,3,2,9994
621,20150310,2,2,10011
622,20150311,1,1,9990
623,20150311,3,1,10015
624,20150311,2,1,9991
625,20150311,1,3,9986
626,20150311,3,3,10003
627,20150311,2,3,9989
628,20150311,1,2,9995
629,20150311,3,2,9994
630,20150311,2,2,10011
631,20150312,1,1,9990
632,20150312,3,1,10015
633,20150312,2,1,9991
634,20150312,1,3,9986
635,20150312,3,3,10003
636,20150312,2,3,9989
637,20150312,1,2,9995
638,20150312,3,2,9994
639,20150312,2,2,10011
640,20150313,1,1,9990
641,20150313,3,1,10015
642,20150313,2,1,9991
643,20150313,1,3,9986
644,20150313,3,3,10003
645,20150313,2,3,9989
646,20150313,1,2,9995
647,20150313,3,2,9994
648,20150313,2,2,10011
649,20150314,1,1,9990
650,20150314,3,1,10015
651,20150314,2,1,9991
652,20150314,1,3,9986
653,20150314,3,3,10003
654,20150314,2,3,9989
655,20150314,1,2,9995
656,20150314,3,2,9994
657,20150314,2,2,10011
658,20150315,1,1,9990
659,20150315,3,1,10015
660,20150315,2,1,9991
661,20150315,1,3,9986
662,20150315,3,3,10003
663,20150315,2,3,9989
664,20150315,1,2,9995
665,20150315,3,2,9994
666,20150315,2,2,10011
667,20150316,1,1,9990
668,20150316,3,1,10015
669,20150316,2,1,9991
670,20150316,1,3,9986
671,20150316,3,3,10003
672,20150316,2,3,9989
673,20150316,1,2,9995
674,20150316,3,2,9994
675,20150316,2,2,10011
676,20150317,1,1,9990
677,20150317,3,1,10015
678,20150317,2,1,9991
679,20150317,1,3,9986
680,20150317,3,3,10003
681,20150317,2,3,9989
682,20150317,1,2,9995
683,20150317,3,2,9994
684,20150317,2,2,10011
685,20150318,1,1,9990
686,20150318,3,1,10015
687,20150318,2,1,9991
688,20150318,1,3,9986
689,20150318,3,3,10003
690,20150318,2,3,9989
691,20150318,1,2,9995
692,20150318,3,2,9994
693,20150318,2,2,10011
694,20150319,1,1,9990
695,20150319,3,1,10015
696,20150319,2,1,9991
697,20150319,1,3,9986
698,20150319,3,3,10003
699,20150319,2,3,9989
700,20150319,1,2,9995
701,20150319,3,2,9994
702,20150319,2,2,10011
703,20150320,1,1,9990
704,20150320,3,1,10015
705,20150320,2,1,9991
706,20150320,1,3,9986
707,20150320,3,3,10003
708,20150320,2,3,9989
709,20150320,1,2,9995
710,20150320,3,2,9994
711,20150320,2,2,10011
712,20150321,1,1,9990
713,20150321,3,1,10015
714,20150321,2,1,9991
715,20150321,1,3,9986
716,20150321,3,3,10003
717,20150321,2,3,9989
718,20150321,1,2,9995
719,20150321,3,2,9994
720,20150321,2,2,10011
721,20150322,1,1,9990
722,20150322,3,1,10015
723,20150322,2,1,9991
724,20150322,1,3,9986
725,20150322,3,3,10003
726,20150322,2,3,9989
727,20150322,1,2,9995
728,20150322,3,2,9994
729,20150322,2,2,10011
730,20150323,1,1,9990
731,20150323,3,1,10015
732,20150323,2,1,9991
733,20150323,1,3,9986
734,20150323,3,3,10003
735,20150323,2,3,9989
736,20150323,1,2,9995
737,20150323,3,2,9994
738,20150323,2,2,10011
739,20150324,1,1,9990
740,20150324,3,1,10015
741,20150324,2,1,9991
742,20150324,1,3,9986
743,20150324,3,3,10003
744,20150324,2,3,9989
745,20150324,1,2,9995
746,20150324,3,2,9994
747,20150324,2,2,10011
748,20150325,1,1,9990
749,20150325,3,1,10015
750,20150325,2,1,9991
751,20150325,1,3,9986
752,20150325,3,3,10003
753,20150325,2,3,9989
754,20150325,1,2,9995
755,20150325,3,2,9994
756,20150325,2,2,10011
757,20150326,1,1,9990
758,20150326,3,1,10015
759,20150326,2,1,9991
760,20150326,1,3,9986
761,20150326,3,3,10003
762,20150326,2,3,9989
763,20150326,1,2,9995
764,20150326,3,2,9994
765,20150326,2,2,10011
766,20150327,1,1,9990
767,20150327,3,1,10015
768,20150327,2,1,9991
769,20150327,1,3,9986
770,20150327,3,3,10003
771,20150327,2,3,9989
772,20150327,1,2,9995
773,20150327,3,2,9994
774,20150327,2,2,10011
775,20150328,1,1,9990
776,20150328,3,1,10015
777,20150328,2,1,9991
778,20150328,1,3,9986
779,20150328,3,3,10003
780,20150328,2,3,9989
781,20150328,1,2,9995
782,20150328,3,2,9994
783,20150328,2,2,10011
784,20150329,1,1,9990
785,20150329,3,1,10015
786,20150329,2,1,9991
787,20150329,1,3,9986
788,20150329,3,3,10003
789,20150329,2,3,9989
790,20150329,1,2,9995
791,20150329,3,2,9994
792,20150329,2,2,10011
793,20150330,1,1,9990
794,20150330,3,1,10015
795,20150330,2,1,9991
796,20150330,1,3,9986
797,20150330,3,3,10003
798,20150330,2,3,9989
799,20150330,1,2,9995
800,20150330,3,2,9994
801,20150330,2,2,10011
802,20150331,1,1,9990
803,20150331,3,1,10015
804,20150331,2,1,9991
805,20150331,1,3,9986
806,20150331,3,3,10003
807,20150331,2,3,9989
808,20150331,1,2,9995
809,20150331,3,2,9994
810,20150331,2,2,10011
811,20150401,1,1,9990
812,20150401,3,1,10015
813,20150401,2,1,9991
814,20150401,1,3,9986
815,20150401,3,3,10003
816,20150401,2,3,9989
817,20150401,1,2,9995
818,20150401,3,2,9994
819,20150401,2,2,10011
820,20150402,1,1,9990
821,20150402,3,1,10015
822,20150402,2,1,9991
823,20150402,1,3,9986
824,20150402,3,3,10003
825,20150402,2,3,9989
826,20150402,1,2,9995
827,20150402,3,2,9994
828,20150402,2,2,10011
829,20150403,1,1,9990
830,20150403,3,1,10015
831,20150403,2,1,9991
832,20150403,1,3,9986
833,20150403,3,3,10003
834,20150403,2,3,9989
835,20150403,1,2,9995
836,20150403,3,2,9994
837,20150403,2,2,10011
838,20150404,1,1,9990
839,20150404,3,1,10015
840,20150404,2,1,9991
841,20150404,1,3,9986
842,20150404,3,3,10003
843,20150404,2,3,9989
844,20150404,1,2,9995
845,20150404,3,2,9994
846,20150404,2,2,10011
847,20150405,1,1,9990
848,20150405,3,1,10015
849,20150405,2,1,9991
850,20150405,1,3,9986
851,20150405,3,3,10003
852,20150405,2,3,9989
853,20150405,1,2,9995
854,20150405,3,2,9994
855,20150405,2,2,10011
856,20150406,1,1,9990
857,20150406,3,1,10015
858,20150406,2,1,9991
859,20150406,1,3,9986
860,20150406,3,3,10003
861,20150406,2,3,9989
862,20150406,1,2,9995
863,20150406,3,2,9994
864,20150406,2,2,10011
865,20150407,1,1,9990
866,20150407,3,1,10015
867,20150407,2,1,9991
868,20150407,1,3,9986
869,20150407,3,3,10003
870,20150407,2,3,9989
871,20150407,1,2,9995
872,20150407,3,2,9994
873,20150407,2,2,10011
874,20150408,1,1,9990
875,20150408,3,1,10015
876,20150408,2,1,9991
877,20150408,1,3,9986
878,20150408,3,3,10003
879,20150408,2,3,9989
880,20150408,1,2,9995
881,20150408,3,2,9994
882,20150408,2,2,10011
883,20150409,1,1,9990
884,20150409,3,1,10015
885,20150409,2,1,9991
886,20150409,1,3,9986
887,20150409,3,3,10003
888,20150409,2,3,9989
889,20150409,1,2,9995
890,20150409,3,2,9994
891,20150409,2,2,10011
892,20150410,1,1,9990
893,20150410,3,1,10015
894,20150410,2,1,9991
895,20150410,1,3,9986
896,20150410,3,3,10003
897,20150410,2,3,9989
898,20150410,1,2,9995
899,20150410,3,2,9994
900,20150410,2,2,10011
901,20150411,1,1,9990
902,20150411,3,1,10015
903,20150411,2,1,9991
904,20150411,1,3,9986
905,20150411,3,3,10003
906,20150411,2,3,9989
907,20150411,1,2,9995
908,20150411,3,2,9994
909,20150411,2,2,10011
910,20150412,1,1,9990
911,20150412,3,1,10015
912,20150412,2,1,9991
913,20150412,1,3,9986
914,20150412,3,3,10003
915,20150412,2,3,9989
916,20150412,1,2,9995
917,20150412,3,2,9994
918,20150412,2,2,10011
919,20150413,1,1,9990
920,20150413,3,1,10015
921,20150413,2,1,9991
922,20150413,1,3,9986
923,20150413,3,3,10003
924,20150413,2,3,9989
925,20150413,1,2,9995
926,20150413,3,2,9994
927,20150413,2,2,10011
928,20150414,1,1,9990
929,20150414,3,1,10015
930,20150414,2,1,9991
931,20150414,1,3,9986
932,20150414,3,3,10003
933,20150414,2,3,9989
934,20150414,1,2,9995
935,20150414,3,2,9994
936,20150414,2,2,10011
937,20150415,1,1,9990
938,20150415,3,1,10015
939,20150415,2,1,9991
940,20150415,1,3,9986
941,20150415,3,3,10003
942,20150415,2,3,9989
943,20150415,1,2,9995
944,20150415,3,2,9994
945,20150415,2,2,10011
946,20150416,1,1,9990
947,20150416,3,1,10015
948,20150416,2,1,9991
949,20150416,1,3,9986
950,20150416,3,3,10003
951,20150416,2,3,9989
952,20150416,1,2,9995
953,20150416,3,2,9994
954,20150416,2,2,10011
955,20150417,1,1,9990
956,20150417,3,1,10015
957,20150417,2,1,9991
958,20150417,1,3,9986
959,20150417,3,3,10003
960,20150417,2,3,9989
961,20150417,1,2,9995
962,20150417,3,2,9994
963,20150417,2,2,10011
964,20150418,1,1,9990
965,20150418,3,1,10015
966,20150418,2,1,9991
967,20150418,1,3,9986
968,20150418,3,3,10003
969,20150418,2,3,9989
970,20150418,1,2,9995
971,20150418,3,2,9994
972,20150418,2,2,10011
973,20150419,1,1,9990
974,20150419,3,1,10015
975,20150419,2,1,9991
976,20150419,1,3,9986
977,20150419,3,3,10003
978,20150419,2,3,9989
979,20150419,1,2,9995
980,20150419,3,2,9994
981,20150419,2,2,10011
982,20150420,1,1,9990
983,20150420,3,1,10015
984,20150420,2,1,9991
985,20150420,1,3,9986
986,20150420,3,3,10003
987,20150420,2,3,9989
988,20150420,1,2,9995
989,20150420,3,2,9994
990,20150420,2,2,10011
991,20150421,1,1,9990
992,20150421,3,1,10015
993,20150421,2,1,9991
994,20150421,1,3,9986
995,20150421,3,3,10003
996,20150421,2,3,9989
997,20150421,1,2,9995
998,20150421,3,2,9994
999,20150421,2,2,10011
1000,20150422,1,1,9990
1001,20150422,3,1,10015
1002,20150422,2,1,9991
1003,20150422,1,3,9986
1004,20150422,3,3,10003
1005,20150422,2,3,9989
1006,20150422,1,2,9995
1007,20150422,3,2,9994
1008,20150422,2,2,10011
1009,20150423,1,1,9990
1010,20150423,3,1,10015
1011,20150423,2,1,9991
1012,20150423,1,3,9986
1013,20150423,3,3,10003
1014,20150423,2,3,9989
1015,20150423,1,2,9995
1016,20150423,3,2,9994
1017,20150423,2,2,10011
1018,20150424,1,1,9990
1019,20150424,3,1,10015
1020,20150424,2,1,9991
1021,20150424,1,3,9986
1022,20150424,3,3,10003
1023,20150424,2,3,9989
1024,20150424,1,2,9995
1025,20150424,3,2,9994
1026,20150424,2,2,10011
1027,20150425,1,1,9990
1028,20150425,3,1,10015
1029,20150425,2,1,9991
1030,20150425,1,3,9986
1031,20150425,3,3,10003
1032,20150425,2,3,9989
1033,20150425,1,2,9995
1034,20150425,3,2,9994
1035,20150425,2,2,10011
1036,20150426,1,1,9990
1037,20150426,3,1,10015
1038,20150426,2,1,9991
1039,20150426,1,3,9986
1040,20150426,3,3,10003
1041,20150426,2,3,9989
1042,20150426,1,2,9995
1043,20150426,3,2,9994
1044,20150426,2,2,10011
1045,20150427,1,1,9990
1046,20150427,3,1,10015
1047,20150427,2,1,9991
1048,20150427,1,3,9986
1049,20150427,3,3,10003
1050,20150427,2,3,9989
1051,20150427,1,2,9995
1052,20150427,3,2,9994
1053,20150427,2,2,10011
1054,20150428,1,1,9990
1055,20150428,3,1,10015
1056,20150428,2,1,9991
1057,20150428,1,3,9986
1058,20150428,3,3,10003
1059,20150428,2,3,9989
1060,20150428,1,2,9995
1061,20150428,3,2,9994
1062,20150428,2,2,10011
1063,20150429,1,1,9990
1064,20150429,3,1,10015
1065,20150429,2,1,9991
1066,20150429,1,3,9986
1067,20150429,3,3,10003
